Index,NO,NO2,NOx,NH3,CO,SO2,class
9740,4.68,38.76,20.13,10.22,0.85,5.83,0
9216,1.76,22.02,12.97,9.33,0.46,6.21,0
5561,8.19,15.62,21.75,36.18,1.1,7.66,1
6866,79.8,66.65,9.75,73.83,1.74,23.73,2
5036,8.19,26.4,18.54,208.34,0.17,7.92,3
11026,2.79,30.55,33.34,6.91,1.35,7.79,0
6803,54.57,55.88,31.89,45.72,0.93,24.42,2
9658,3.32,12.37,8.05,13.51,0.28,7.28,0
13611,28.16,8.2,34.01,7.62,2.19,43.25,0
13687,7.47,8.87,16.35,5.68,1.87,39.22,0
13998,3.16,6.8,6.06,3.57,0.9,5.87,0
5545,7.28,16.77,24.0,2.79,1.14,7.45,0
5002,5.54,18.9,11.81,125.17,0.79,16.59,3
1713,2.53,10.75,4.86,7.02,3.21,15.0,0
7640,33.37,51.82,60.54,36.16,1.18,12.08,2
11616,4.0,8.68,12.72,12.36,0.33,7.45,0
2611,9.93,23.67,22.5,43.21,1.03,4.7,1
7393,14.93,36.0,32.65,34.34,1.14,13.67,1
388,14.25,80.74,54.62,3.19,1.21,30.44,2
10262,11.02,35.71,38.02,22.74,0.98,9.8,1
12162,4.76,31.67,24.73,10.09,1.29,11.56,0
8020,9.69,10.66,27.32,8.22,0.45,10.65,0
3495,4.18,12.85,10.33,19.32,0.79,15.02,0
11013,7.34,38.01,45.35,8.74,1.34,1.21,1
4976,12.15,18.88,18.07,82.05,0.58,10.98,3
9616,3.89,14.61,10.63,20.96,0.38,9.89,0
3542,15.06,29.19,44.26,10.97,3.97,16.42,1
11985,7.6,21.84,20.88,32.16,1.11,3.36,1
7288,40.67,55.44,65.95,41.33,1.56,15.93,2
11766,7.58,21.43,21.53,63.7,0.68,15.47,1
7310,31.0,57.03,59.86,32.39,1.27,22.48,2
50,11.7,0.3,15.65,14.49,0.24,6.6,0
10079,18.11,37.81,55.55,21.97,1.18,13.25,1
6587,80.12,95.64,54.63,84.51,1.16,20.23,2
11887,8.86,28.43,22.14,41.15,0.82,8.56,1
4229,12.26,6.84,13.52,6.22,0.82,10.29,0
13393,22.47,0.15,21.96,6.93,1.62,31.4,0
12991,57.01,44.45,64.96,16.13,1.45,12.91,2
482,15.49,35.52,31.56,16.42,0.84,9.78,1
11585,5.92,15.94,21.92,19.44,0.57,12.52,0
13433,13.35,5.46,16.8,6.36,4.23,34.22,0
2251,7.37,47.26,0.0,22.76,0.67,6.18,1
4162,10.19,12.39,14.11,85.27,0.01,3.1,3
14408,1.13,6.3,8.58,2.55,0.82,0.96,0
10505,11.59,26.16,32.8,15.27,0.65,12.44,1
11041,10.95,52.45,63.4,5.13,1.52,5.17,2
5092,12.89,20.61,17.07,104.86,0.97,6.64,3
3103,10.63,24.6,26.91,13.82,1.04,5.38,0
13195,0.99,2.94,1.23,3.05,0.23,5.02,0
12319,7.32,15.28,13.25,4.16,0.78,5.98,0
12059,23.94,65.41,53.62,38.33,2.09,7.77,2
10657,7.93,36.65,36.27,36.09,0.93,12.85,1
2929,10.42,23.95,27.32,16.41,0.86,4.63,0
6776,20.79,27.89,2.43,15.6,0.0,2.34,0
4969,13.8,15.45,18.35,64.61,0.25,14.28,1
12298,7.62,19.88,16.31,9.68,1.13,5.46,0
64,1.6,25.65,14.99,15.12,0.11,16.54,0
14305,0.82,5.21,3.36,4.26,0.8,2.66,0
7573,38.19,50.39,63.15,36.51,1.17,11.39,2
8968,18.84,22.1,3.41,11.88,0.06,4.4,0
12365,11.76,30.13,25.34,38.89,1.38,5.5,1
4587,3.53,17.68,15.59,49.23,2.32,11.67,1
10926,32.54,5.34,33.21,3.18,1.05,16.75,0
6402,8.63,34.37,35.37,29.71,0.96,15.48,1
10772,8.24,43.69,40.15,25.95,1.01,14.49,1
6209,27.58,61.66,84.27,50.58,1.75,21.15,2
4616,4.86,19.44,17.33,35.66,2.43,10.73,1
11675,26.03,46.83,45.63,44.11,1.28,8.03,1
3332,21.42,29.38,33.04,11.37,1.21,10.04,1
10536,10.48,24.95,30.26,19.62,0.78,8.85,1
12879,12.95,6.96,19.36,8.32,0.37,8.49,0
7587,26.19,39.9,43.01,38.46,1.15,8.5,1
2815,10.6,42.99,43.65,27.09,0.93,5.47,1
3964,7.75,7.35,13.18,96.75,2.0,2.24,3
7606,111.09,55.65,131.13,53.02,2.8,14.93,4
5381,11.61,24.37,35.11,30.88,1.05,6.7,1
5939,24.32,44.22,49.67,74.74,11.55,6.79,1
12218,7.1,18.63,12.29,13.91,1.26,6.56,0
8916,6.7,17.43,7.09,5.14,0.21,4.59,0
3241,5.47,27.04,28.63,10.8,0.91,6.65,0
10531,6.15,19.03,21.74,15.46,0.61,9.51,0
2793,12.09,35.19,35.22,17.98,0.91,6.01,1
13500,10.74,13.67,24.31,6.7,2.09,26.12,0
5733,5.71,15.6,21.16,49.2,0.47,8.55,1
2524,7.2,26.81,50.52,26.14,0.44,4.15,1
1735,1.13,7.66,4.66,4.74,20.81,2.29,0
7960,1.78,12.33,16.15,10.74,0.45,18.08,0
3124,12.69,29.65,36.43,17.29,1.01,6.8,1
4940,17.68,19.78,18.94,62.94,1.63,5.5,1
13270,18.99,34.59,51.83,7.68,4.92,64.34,2
12994,51.67,46.63,65.41,14.24,1.71,13.26,2
7975,17.55,21.24,51.58,7.31,0.75,16.45,1
273,3.12,7.5,6.61,15.05,0.4,6.02,0
11136,77.81,114.44,181.53,22.05,0.95,15.4,4
14354,1.41,5.04,2.85,2.59,0.82,1.81,0
13251,140.16,43.96,184.13,25.29,3.34,4.21,4
7021,29.36,54.01,57.51,48.36,1.33,15.54,2
14043,3.11,9.57,7.62,2.94,0.83,6.47,0
14642,6.52,17.26,20.74,8.65,0.98,6.67,0
6555,208.23,162.5,167.24,79.24,2.65,54.38,4
5578,9.34,24.69,23.37,10.06,1.0,9.62,0
5496,5.73,10.35,20.35,15.42,0.65,5.61,0
1452,9.84,9.78,19.38,12.02,0.72,7.23,0
10907,75.43,2.15,61.73,3.74,0.85,16.61,2
12437,28.06,42.09,44.87,1.41,1.89,27.4,1
2692,16.57,38.97,42.15,22.64,0.96,7.44,1
2767,7.78,30.65,30.14,21.13,0.83,5.65,1
8410,7.62,21.23,27.43,10.43,1.57,9.83,0
239,1.9,6.11,4.79,9.14,0.46,7.1,0
1131,35.32,26.8,63.12,16.05,0.0,6.35,2
14314,0.9,4.18,2.96,2.57,0.82,1.44,0
7893,49.98,21.55,105.15,23.52,1.19,18.87,2
3264,2.34,11.52,11.77,11.69,0.71,4.44,0
10431,9.42,30.34,33.08,18.71,0.68,9.19,1
5349,11.23,21.39,31.3,79.17,0.87,6.88,1
13341,48.5,2.87,35.09,20.88,2.58,53.43,1
5764,5.54,19.74,25.26,85.55,0.75,9.79,3
1383,17.16,9.95,26.82,13.01,0.55,8.74,0
3074,4.7,22.87,21.74,14.52,0.79,5.51,0
4860,8.16,16.53,14.37,121.46,0.86,3.2,3
1357,10.82,11.5,20.77,34.63,0.2,2.59,0
4871,6.85,16.96,16.62,81.23,0.89,5.03,3
2630,15.33,14.74,20.39,21.33,0.75,8.6,0
11024,9.09,32.77,41.86,7.79,1.36,4.3,1
624,2.55,18.0,11.62,3.43,0.58,18.86,0
839,1.39,4.81,3.69,7.58,0.46,20.71,0
4723,5.68,14.72,18.0,210.23,1.2,2.98,3
7663,9.66,33.98,27.57,34.88,0.83,12.05,1
323,7.16,24.63,18.91,22.37,1.71,11.64,0
12088,47.54,48.86,63.12,41.41,1.05,8.46,2
1867,6.84,12.14,15.35,23.93,1.72,2.5,0
5256,9.38,20.72,16.3,81.33,0.81,6.18,1
2826,7.08,33.87,28.82,15.78,0.87,4.97,1
5172,22.85,98.77,64.31,100.02,1.71,3.39,2
7083,18.34,25.02,30.46,36.7,0.74,9.37,1
3927,1.06,12.44,6.09,33.67,1.35,2.09,0
8629,8.22,42.02,13.74,24.24,0.45,35.56,1
119,5.36,45.76,28.7,21.73,0.05,12.45,1
14230,2.71,10.35,7.42,7.47,0.03,25.64,0
13987,2.89,9.77,7.55,2.92,0.88,5.77,0
2377,4.93,25.22,0.0,23.64,0.26,3.33,0
5910,45.51,53.77,75.83,120.45,8.99,5.43,3
7509,11.93,26.18,25.22,21.94,0.77,10.01,1
10031,13.93,28.2,38.92,13.95,1.18,12.55,1
9218,2.75,23.78,14.39,13.84,0.36,6.35,0
3301,8.05,14.11,14.05,47.07,0.64,6.72,1
7524,43.72,51.27,63.23,34.93,1.65,12.75,2
4172,20.75,4.66,23.33,12.56,0.3,4.25,0
11293,5.92,17.24,21.69,4.5,0.43,1.89,0
9092,10.09,60.23,39.91,20.36,0.92,20.36,1
7879,48.9,19.93,101.61,23.86,1.13,25.62,2
12659,22.59,11.46,33.25,11.08,0.64,10.98,0
9396,5.64,29.09,19.52,9.2,0.4,9.12,0
14101,2.93,5.23,5.16,2.44,0.64,6.38,0
14667,5.59,8.44,11.58,4.91,0.88,5.55,0
5037,6.93,18.91,13.79,249.01,0.09,8.69,3
6721,146.3,87.79,59.71,54.53,1.06,43.82,4
4050,16.43,14.19,22.13,63.28,0.52,10.27,1
6963,25.6,44.76,57.92,42.4,1.17,16.59,2
552,4.67,18.74,13.85,6.85,0.48,12.78,0
406,6.73,81.64,48.91,6.0,0.9,39.76,2
6213,44.56,57.11,77.4,41.89,2.1,17.53,2
3134,13.08,29.76,35.02,18.19,1.04,6.31,1
9805,15.5,38.18,30.84,31.58,0.47,8.72,1
11126,94.83,84.38,183.08,24.58,1.26,16.51,4
13256,10.76,20.37,17.79,11.14,1.46,43.94,0
3298,10.74,28.75,24.02,46.34,1.11,7.96,1
11025,5.1,36.36,41.46,7.05,1.41,4.68,1
7479,11.52,30.6,27.72,32.6,0.93,8.24,1
2349,8.2,41.08,0.0,26.1,0.35,4.88,1
5842,8.6,8.75,17.21,40.37,0.74,5.64,0
12977,32.94,60.63,67.04,21.77,0.91,10.86,2
11301,9.93,20.89,28.59,4.88,0.35,1.96,0
7665,64.58,50.23,85.92,39.78,1.58,15.81,2
9930,51.23,64.42,90.88,30.81,0.89,3.97,2
236,2.93,13.9,9.86,17.3,0.42,5.87,0
5781,11.64,18.69,30.05,58.71,0.79,10.03,1
6082,25.82,53.39,152.12,48.61,1.4,7.86,4
6079,15.17,44.07,109.71,38.68,1.1,7.91,2
7897,14.3,21.98,47.03,19.71,1.03,21.27,1
3163,9.56,31.24,32.59,14.71,1.09,6.6,1
499,5.46,12.0,10.75,11.3,0.43,5.49,0
4918,13.55,22.99,24.24,129.39,1.42,2.59,3
3625,5.84,13.92,19.75,4.64,3.0,12.79,0
3127,14.45,34.02,39.94,17.57,1.19,6.68,1
8986,10.34,37.44,27.54,16.61,1.04,20.33,1
3358,10.89,57.81,39.6,23.09,1.59,14.81,1
11483,37.12,51.04,88.08,22.81,1.29,14.43,2
12164,6.94,34.14,28.14,9.44,1.51,8.01,1
9182,4.13,35.51,21.97,17.26,0.62,6.93,1
12855,73.59,52.95,125.6,19.98,1.66,15.1,4
7078,12.18,29.15,26.72,40.08,0.83,10.78,1
10627,6.87,28.17,28.26,29.62,0.71,11.8,1
11568,20.34,30.23,50.59,23.21,0.8,9.51,1
8582,10.23,37.98,11.32,9.41,0.1,4.39,0
4839,5.66,7.83,10.24,149.99,0.79,4.42,3
10592,8.99,24.11,27.99,43.81,0.66,10.29,1
1217,15.67,11.18,23.35,14.65,0.91,17.6,0
235,3.37,18.42,12.62,13.99,0.51,6.22,0
331,10.44,32.4,25.96,23.03,1.11,8.91,1
4576,4.57,14.6,15.3,56.56,2.67,13.31,1
3188,6.26,33.67,33.87,14.19,1.1,6.86,1
7776,0.99,2.99,2.43,2.05,1.38,3.51,0
13965,2.76,12.86,9.06,4.23,0.88,5.76,0
44,11.53,0.34,15.57,12.4,0.21,6.79,0
7925,12.41,14.69,36.13,12.7,0.75,17.21,0
13756,18.42,3.75,19.19,1.91,1.89,40.09,0
14241,2.84,13.28,9.25,6.54,0.06,15.24,0
4216,15.52,4.3,14.77,6.21,0.71,11.66,0
11628,12.61,26.32,16.22,16.68,0.8,6.78,0
3072,10.14,28.02,32.03,14.16,1.04,4.97,1
11326,6.54,19.62,25.18,18.51,0.5,5.65,0
7911,3.88,10.6,17.76,22.19,0.67,17.84,0
13560,30.53,4.91,35.44,7.86,1.61,31.23,0
12237,7.6,22.47,17.44,28.0,0.91,5.59,1
5022,8.33,22.98,16.1,143.57,0.54,11.23,3
6659,66.43,62.77,55.46,47.34,0.68,20.09,2
1594,10.52,26.52,20.81,12.44,0.57,1.64,0
8415,8.97,16.6,23.98,10.46,1.15,8.39,0
13054,1.42,3.42,1.29,3.66,0.27,5.53,0
4709,10.99,9.93,16.44,67.74,2.56,8.92,1
2891,10.17,38.21,35.11,16.53,1.15,4.89,1
1245,21.12,11.89,22.7,19.54,1.01,13.58,0
7769,0.13,7.0,7.01,0.02,1.35,3.57,0
1540,18.12,11.33,27.79,12.74,0.82,8.85,0
11729,18.32,46.46,39.3,52.24,2.1,8.8,1
12340,8.75,16.81,17.3,29.61,0.79,4.61,0
4625,7.86,14.52,18.89,40.63,1.27,11.79,1
10725,8.04,43.62,42.59,34.49,0.86,12.79,1
14611,7.82,20.44,17.2,11.9,1.07,9.09,0
818,2.55,10.71,7.77,12.84,0.58,22.82,0
11650,56.94,80.44,84.66,25.43,1.53,23.36,2
155,8.08,22.65,18.7,16.53,0.91,12.68,0
7510,8.13,22.84,19.7,21.99,0.74,8.85,0
6744,150.24,92.34,91.72,41.82,2.08,45.39,4
8635,9.75,35.21,12.11,27.89,0.54,25.31,1
248,4.73,9.13,8.79,9.36,0.84,6.18,0
13049,1.17,3.49,1.46,3.64,0.17,5.23,0
12119,6.42,36.58,23.33,25.71,1.13,6.89,1
4014,3.87,8.3,6.66,24.25,2.02,9.04,0
7609,35.49,51.19,60.14,47.01,1.27,11.34,2
10828,3.1,13.76,14.74,19.34,0.61,12.06,0
5226,7.89,19.88,14.78,52.01,0.81,5.48,1
12830,26.82,35.82,62.63,23.77,0.75,9.11,2
8174,67.71,13.37,125.5,18.43,1.25,12.74,4
8985,9.19,37.68,27.41,15.88,1.06,17.59,1
8119,11.76,10.89,30.96,3.42,0.72,14.21,0
9917,12.75,29.67,36.92,25.34,0.6,7.73,1
3189,6.1,30.62,31.73,14.77,1.23,6.35,1
2649,16.68,19.01,26.45,22.48,0.75,6.44,1
628,5.45,25.64,18.15,2.13,0.51,20.09,0
1230,18.38,9.22,21.0,21.43,0.53,12.95,0
2339,4.21,24.41,0.0,35.77,0.47,4.71,0
7707,7.16,23.4,19.83,27.95,0.83,19.86,1
10035,20.2,41.52,61.35,23.01,1.17,12.98,2
6830,20.23,43.91,50.62,38.55,1.16,13.3,1
13655,14.95,11.69,26.63,6.97,1.06,27.02,0
7368,16.0,38.05,34.62,25.68,1.03,17.6,1
9812,10.06,28.37,21.89,16.24,0.39,4.61,0
1451,9.17,9.89,17.82,11.99,0.66,6.54,0
11094,116.81,72.2,194.43,48.37,1.96,13.83,4
13359,105.53,19.71,82.97,24.7,2.9,16.61,2
12842,21.57,27.93,48.46,19.32,0.52,15.98,1
1828,6.66,19.67,15.11,24.52,1.7,4.52,0
9018,6.29,29.67,20.52,13.51,0.7,13.2,0
1639,2.93,17.99,11.36,28.74,8.07,2.5,0
3864,11.15,21.07,26.1,40.46,2.88,8.53,1
7937,4.9,15.48,24.64,11.48,0.59,21.73,0
11105,91.62,71.93,163.69,51.49,1.27,20.5,4
11983,6.36,17.07,17.31,31.94,0.82,3.75,0
11131,131.35,137.35,222.65,15.6,1.54,17.99,4
3420,23.08,60.5,51.03,23.33,1.56,7.33,2
12188,7.12,26.79,19.35,21.83,1.1,5.86,0
3767,30.26,22.17,47.69,45.27,2.27,13.95,1
8727,13.81,40.94,12.43,17.52,0.08,10.89,1
5906,20.78,41.17,48.09,166.7,10.32,4.85,3
10855,75.65,14.2,66.72,2.72,1.18,20.81,2
8346,2.98,0.85,2.7,11.17,1.05,6.64,0
11433,8.01,20.41,28.21,14.18,0.46,4.27,0
5596,7.68,17.93,25.5,36.57,0.82,4.21,1
3149,8.24,26.71,27.01,13.12,0.94,6.69,0
11144,133.55,85.5,177.89,26.33,1.05,17.69,4
9503,4.71,32.84,21.16,14.24,0.58,5.26,0
8514,11.84,37.0,35.18,25.98,1.2,10.04,1
5806,12.01,13.26,20.76,38.35,0.84,12.91,1
4110,26.82,15.1,26.53,42.93,1.14,4.19,1
11522,88.75,70.22,149.82,27.56,1.14,13.87,4
12177,10.29,35.22,26.69,30.81,1.68,7.29,1
1798,2.41,11.7,7.72,26.75,22.81,1.35,0
8274,25.71,23.59,30.67,16.08,0.42,14.85,1
10752,6.67,47.01,43.42,34.79,1.03,12.64,1
10135,6.79,22.64,25.08,17.28,0.98,10.23,0
1988,10.09,46.26,35.81,29.53,0.52,2.38,1
11728,25.68,45.21,44.62,51.86,1.83,8.57,1
13671,38.52,1.93,39.85,8.32,2.5,35.68,0
1574,17.15,13.57,29.6,3.65,3.32,57.51,0
11169,117.42,95.84,189.74,24.83,1.84,17.89,4
2723,23.04,41.95,57.57,16.09,0.9,6.35,2
11597,5.08,14.7,19.83,16.75,0.41,9.56,0
2058,5.99,18.94,14.16,38.77,0.97,3.39,1
9954,38.97,95.01,98.2,25.21,0.0,10.28,2
9686,6.64,24.27,15.95,11.55,0.65,10.07,0
13119,0.73,2.24,0.96,2.31,0.25,5.67,0
10272,11.34,36.45,38.31,14.96,0.9,11.12,1
9366,7.14,29.19,20.29,9.77,0.43,4.63,0
4509,12.33,20.43,13.51,9.86,5.69,5.58,0
10820,3.7,17.77,18.21,24.03,0.66,12.46,0
14105,2.89,6.64,5.87,2.61,0.81,6.02,0
4261,43.97,12.89,42.09,49.26,1.0,10.46,1
9592,2.93,14.34,8.62,9.48,0.36,3.99,0
6251,37.27,71.91,91.68,62.62,9.61,17.57,2
614,4.83,36.24,23.3,4.23,0.73,17.88,0
3093,11.2,24.42,26.37,15.22,0.71,4.83,0
3450,4.14,35.66,22.42,24.36,0.92,14.21,1
1014,17.48,12.94,13.12,14.62,0.37,6.19,0
11249,3.65,31.87,35.54,26.55,0.46,5.21,1
1716,2.88,10.09,5.6,9.22,3.74,1.58,0
13525,19.63,9.68,29.31,7.21,0.95,23.83,0
3905,5.5,23.39,12.97,41.06,2.17,7.39,1
7500,7.22,24.15,20.35,22.6,0.78,9.29,0
10373,12.34,23.65,28.12,25.92,0.8,22.04,1
3418,7.78,40.99,28.22,20.4,0.93,11.19,1
4651,8.54,16.66,18.34,24.6,4.7,16.01,0
3100,5.68,18.11,19.56,12.32,0.83,6.37,0
6464,38.7,44.18,82.68,41.18,1.76,9.87,2
14460,0.88,2.97,1.79,1.24,0.68,1.38,0
1211,15.01,9.74,24.64,7.88,1.06,20.38,0
14428,0.85,2.88,6.8,1.54,2.74,1.5,0
8826,4.5,47.81,11.47,23.05,0.1,7.28,1
9247,3.74,22.42,14.56,27.32,0.28,9.22,0
10532,7.29,22.04,24.42,16.54,0.73,10.83,0
13996,3.27,8.35,7.1,3.32,0.96,4.77,0
8988,9.03,31.18,19.93,13.16,0.52,13.78,0
7086,19.92,26.14,32.34,38.58,0.94,9.71,1
5187,12.09,25.05,20.45,36.46,1.27,6.31,1
4270,7.23,10.15,11.16,31.34,0.53,6.58,0
2814,14.05,49.28,50.62,28.56,1.04,5.73,1
12533,8.42,8.84,10.26,34.24,0.99,5.46,0
1080,21.61,11.55,29.63,7.67,0.0,2.99,0
9846,10.01,30.61,22.99,13.76,0.58,5.55,0
1607,13.49,28.8,24.25,17.21,4.78,5.76,1
8336,10.95,6.46,16.28,7.44,1.06,6.89,0
4241,15.71,9.68,14.7,17.99,0.79,8.19,0
90,3.45,23.36,15.23,18.03,0.09,26.05,0
7846,7.51,15.9,12.04,36.33,0.69,15.2,0
7930,3.98,16.23,23.92,10.45,0.66,17.31,0
682,3.08,10.61,8.24,10.25,0.47,11.83,0
12598,44.97,14.32,58.4,10.29,0.72,12.93,2
8041,7.74,10.96,24.46,6.13,0.49,11.36,0
11623,3.77,16.86,16.98,8.91,0.95,4.79,0
8285,8.05,20.73,16.11,12.91,0.49,16.18,0
9026,7.91,50.13,33.14,20.13,1.0,8.51,1
6052,45.61,76.88,83.43,46.56,1.38,8.84,2
13212,0.85,2.45,0.99,2.53,0.19,6.37,0
14372,0.84,3.13,2.05,1.64,0.55,2.02,0
6005,33.93,76.46,96.19,29.32,6.58,21.81,2
5131,10.89,19.74,16.58,28.56,1.18,9.22,0
1400,9.5,9.99,19.49,13.01,0.67,10.45,0
12171,14.37,54.82,39.57,5.37,1.37,10.35,1
10483,10.7,25.07,30.0,21.5,0.76,11.7,1
9692,5.7,32.44,18.72,9.82,0.63,3.94,0
7255,108.96,84.74,147.7,60.95,3.13,19.63,4
2262,8.06,43.93,0.0,23.83,1.87,8.57,1
9660,2.43,11.43,6.92,9.23,0.31,6.93,0
12120,35.74,57.52,58.32,38.6,1.25,8.62,2
3245,4.54,24.72,25.9,11.06,0.9,7.25,0
9190,4.09,25.79,16.85,11.4,0.69,4.39,0
853,1.48,4.5,3.6,6.92,0.0,14.12,0
12067,11.3,38.27,28.84,23.02,1.69,7.06,1
9334,6.99,34.67,23.8,12.6,0.58,4.21,1
13431,10.8,4.94,15.39,6.22,4.07,32.54,0
7843,12.23,16.0,10.82,40.42,0.52,15.97,1
2274,9.51,44.34,0.0,23.08,0.5,5.43,1
7040,10.15,25.0,29.76,28.12,0.68,7.29,1
7562,79.63,77.62,106.76,40.19,2.21,14.74,4
4497,42.23,36.98,14.4,10.04,1.33,4.65,1
7572,34.59,45.04,56.55,36.65,1.21,9.87,2
1103,5.79,4.82,10.6,6.58,0.06,4.37,0
84,4.97,43.54,27.2,22.52,0.17,18.07,1
10402,12.99,29.71,35.85,26.67,0.9,11.13,1
5952,8.49,21.42,19.55,12.44,11.62,10.99,0
4210,8.63,5.0,9.58,5.96,0.51,11.35,0
6814,26.09,47.7,56.86,49.88,1.4,17.19,2
14199,5.18,5.67,7.22,3.83,1.73,4.07,0
5681,4.54,14.87,18.43,32.73,0.8,6.54,0
3440,5.2,46.76,29.18,19.61,1.03,7.45,1
1567,6.79,20.64,15.92,21.43,3.29,6.24,0
7033,10.94,27.39,36.36,40.4,0.9,6.41,1
5597,7.42,16.8,24.14,35.7,0.8,3.77,1
1660,2.4,5.98,6.47,21.02,3.84,3.99,0
9748,10.1,47.96,32.55,15.47,0.92,8.32,1
12913,29.64,23.89,52.81,26.89,1.37,8.12,1
3764,24.47,16.85,37.9,47.86,1.5,13.48,1
3584,6.62,18.11,24.71,9.42,3.5,13.34,0
10077,19.34,29.31,45.68,24.15,0.84,10.63,1
11336,5.29,14.3,19.42,11.54,0.39,2.49,0
10058,11.63,41.97,51.65,20.16,0.67,10.37,1
13240,113.49,32.55,118.98,28.91,2.43,50.51,4
6951,28.38,43.85,62.83,37.7,1.1,16.95,2
12912,48.39,25.79,73.4,29.47,1.62,8.45,2
2874,9.24,34.27,33.73,15.2,0.89,9.55,1
12522,37.05,29.84,39.94,20.11,1.03,6.88,1
11780,8.91,21.7,29.24,44.09,0.89,13.04,1
11459,99.92,67.53,162.54,30.5,1.57,11.74,4
2884,6.71,34.12,27.54,15.49,0.97,5.8,1
11082,24.08,65.65,89.73,29.86,1.48,17.82,2
3007,6.44,23.42,24.67,12.15,0.67,3.69,0
1826,3.75,16.51,11.21,23.54,2.21,1.37,0
12115,82.8,60.3,98.18,54.68,1.14,9.86,4
5929,46.66,67.0,84.76,63.45,5.51,9.13,2
2640,5.71,14.94,11.91,20.14,0.85,8.01,0
13602,23.31,8.31,31.24,7.37,1.8,40.1,0
9717,5.3,25.82,17.28,15.21,0.64,11.04,0
9754,14.33,45.83,36.44,14.38,0.92,5.73,1
14040,3.1,10.12,7.91,4.25,0.8,5.16,0
5701,10.28,15.97,22.34,23.88,0.85,5.56,0
8535,9.09,44.45,33.89,48.05,0.7,1.15,1
10734,12.23,43.38,49.87,35.19,0.86,14.82,1
11577,16.78,37.15,54.0,22.89,0.83,10.65,1
6437,15.31,33.9,48.12,36.91,2.93,7.81,1
10604,8.87,32.6,33.37,37.1,0.8,11.11,1
6322,9.63,48.15,48.15,31.6,0.73,19.05,1
2707,13.98,30.94,37.06,14.07,0.94,6.59,1
13284,47.86,8.79,42.01,38.3,1.66,49.11,1
6158,16.55,31.17,43.75,18.66,0.98,12.34,1
7854,6.16,17.19,11.64,34.84,0.76,13.83,0
9302,6.25,36.45,24.05,14.45,0.51,6.77,1
11634,16.71,43.59,37.13,6.7,1.18,6.75,1
2213,7.35,37.24,0.0,24.0,0.46,3.47,0
1359,12.66,12.01,22.6,30.9,0.4,4.86,0
2107,5.23,12.41,7.33,40.69,0.56,3.03,0
4805,6.36,14.24,12.57,0.02,1.65,3.09,0
5974,12.57,23.04,28.5,32.13,8.6,4.07,1
6820,55.83,77.51,104.65,82.96,2.74,20.46,4
9570,1.79,20.71,12.49,13.74,0.43,6.06,0
2828,7.25,30.06,29.19,15.32,0.87,5.27,1
424,2.2,28.6,17.01,22.45,0.45,12.41,0
292,6.99,18.33,15.52,20.07,0.43,12.46,0
1065,14.18,8.94,23.12,7.08,0.23,2.77,0
7017,37.09,57.51,67.13,51.03,1.34,17.78,2
10569,13.95,25.82,32.35,34.52,0.89,9.09,1
5734,6.8,12.43,18.43,51.02,0.49,7.4,1
5108,11.45,12.98,13.45,100.03,0.75,12.92,3
10319,72.64,37.52,92.54,15.13,1.85,13.0,2
9909,29.19,15.79,90.36,24.51,0.91,7.49,2
7196,18.31,56.73,47.93,48.41,1.56,16.32,1
937,8.56,30.4,38.96,3.78,2.11,3.77,0
3779,20.24,29.41,43.59,84.16,3.0,16.07,1
12156,7.89,48.46,37.06,12.2,1.14,12.57,1
12182,9.32,39.37,27.98,16.44,1.65,6.81,1
13122,0.71,2.28,0.95,2.32,0.19,5.67,0
6893,21.5,38.87,53.34,66.51,1.31,14.45,1
8446,5.13,2.9,5.24,10.52,0.86,11.32,0
14424,0.94,5.0,7.81,1.74,0.96,0.68,0
9674,3.81,22.14,12.62,8.92,0.48,2.91,0
9136,6.94,38.98,26.19,14.88,0.72,5.28,1
13695,196.8,39.88,207.65,45.47,1.57,30.74,4
14582,9.66,23.08,20.09,12.88,1.41,10.15,0
6280,58.3,78.21,130.91,67.05,2.13,16.81,4
11375,15.78,21.28,35.58,11.55,0.5,3.24,0
3266,2.74,13.73,14.46,13.03,0.72,5.55,0
7346,15.97,39.07,35.02,26.28,1.01,15.05,1
7723,12.66,20.11,22.66,28.86,0.91,19.08,1
4819,8.53,10.22,12.0,3.56,0.97,2.84,0
11099,107.88,71.59,154.73,41.36,1.64,11.52,4
969,16.51,49.28,65.6,4.9,0.64,7.24,2
496,3.23,13.32,9.81,9.1,0.56,15.85,0
13238,81.8,76.15,153.57,13.07,2.69,45.31,4
13093,0.59,1.85,0.75,1.89,0.12,4.23,0
10021,13.46,25.7,30.15,18.66,0.75,14.37,1
10369,29.64,24.58,54.21,33.43,1.66,18.23,2
5835,10.95,14.04,22.63,40.5,0.74,6.12,1
8529,8.73,31.35,28.66,33.19,0.47,7.87,1
13018,51.52,14.6,39.22,14.0,1.4,9.46,1
4704,10.0,12.05,17.04,71.95,0.98,8.23,1
1148,29.16,37.24,64.4,9.23,0.0,2.31,2
10435,12.23,37.98,41.66,20.29,0.91,12.29,1
5809,7.69,10.61,18.18,36.46,0.77,8.97,0
14669,3.34,8.43,11.03,4.26,0.94,5.04,0
5005,19.93,37.3,28.29,134.43,0.71,10.74,3
3968,5.48,8.93,11.27,58.58,2.04,2.02,1
2151,8.6,20.33,7.29,55.42,0.55,10.84,1
